Counter,mX[GeV],mA[GeV],Epsilon,Capture,Annihilation,GammaAnn,IceCubeSignal,Kappa0
1415, ,0.517947467923121,3.393221771895329e-09,18273062201.2,8.85264330958e-47,291301465.564,17254.3251793, 
1416, ,0.517947467923121,4.291934260128778e-09,29234317896.5,8.85264330958e-47,736135454.899,33829.2742641, 
1417, ,0.517947467923121,5.4286754393238595e-09,46770778398.5,8.85264330958e-47,1846490508.97,42650.5729718, 
1418, ,0.517947467923121,6.866488450042997e-09,74826637643.6,8.85264330958e-47,4578553950.42,26540.9669617, 
1419, ,0.517947467923121,8.68511373751352e-09,119712048693.0,8.85264330958e-47,11154946075.0,5341.92205678, 
1420, ,0.517947467923121,1.0985411419875573e-08,191522364943.0,8.85264330958e-47,26475926907.1,177.043823439, 
1421, ,0.517947467923121,1.3894954943731358e-08,306408725554.0,8.85264330958e-47,60537658227.3,0.328924667984, 
1422, ,0.517947467923121,1.7575106248547933e-08,490210671341.0,8.85264330958e-47,131639282279.0,6.14071320892e-06, 
1423, ,0.517947467923121,2.222996482526196e-08,784267816989.0,8.85264330958e-47,268988082282.0,7.42817582925e-14, 
1424, ,0.517947467923121,2.8117686979742307e-08,1.25471770552e+12,8.85264330958e-47,513094095184.0,7.34166164716e-27, 
1425, ,0.517947467923121,3.5564803062231293e-08,2.00737106181e+12,8.85264330958e-47,916398259223.0,5.49866401962e-48, 
1426, ,0.517947467923121,4.498432668969443e-08,3.21151009673e+12,8.85264330958e-47,1.55301510533e+12,4.42663479708e-82, 
1427, ,0.517947467923121,5.689866029018303e-08,5.13796243136e+12,8.85264330958e-47,2.54494122157e+12,6.69538324947e-137, 
1428, ,0.517947467923121,7.196856730011529e-08,8.22001399681e+12,8.85264330958e-47,4.10223772396e+12,7.29155216771e-225, 
1429, ,0.517947467923121,9.102981779915227e-08,1.31508610681e+13,8.85264330958e-47,6.57379316826e+12,0.0, 
1430, ,0.517947467923121,1.151395399326448e-07,2.10395197501e+13,8.85264330958e-47,1.05195583387e+13,0.0, 
1431, ,0.517947467923121,1.4563484775012446e-07,3.36602591285e+13,8.85264330958e-47,1.68301169899e+13,0.0, 
1432, ,0.517947467923121,1.8420699693267165e-07,5.3851659071e+13,8.85264330958e-47,2.69258292032e+13,0.0, 
1433, ,0.517947467923121,2.329951810515372e-07,8.61550463299e+13,8.85264330958e-47,4.3077523162e+13,0.0, 
1434, ,0.517947467923121,2.947051702551811e-07,1.37835902109e+14,8.85264330958e-47,6.89179510545e+13,0.0, 
1435, ,0.517947467923121,3.727593720314938e-07,2.20517969864e+14,8.85264330958e-47,1.10258984932e+14,0.0, 
1436, ,0.517947467923121,4.7148663634573897e-07,3.52797596917e+14,8.85264330958e-47,1.76398798458e+14,0.0, 
1437, ,0.517947467923121,5.963623316594636e-07,5.64426311683e+14,8.85264330958e-47,2.82213155842e+14,0.0, 
1438, ,0.517947467923121,7.543120063354624e-07,9.03002356321e+14,8.85264330958e-47,4.51501178161e+14,0.0, 
1439, ,0.517947467923121,9.540954763499944e-07,1.44467619359e+15,8.85264330958e-47,7.22338096793e+14,0.0, 
1440, ,0.517947467923121,1.2067926406393288e-06,2.31127780531e+15,8.85264330958e-47,1.15563890266e+15,0.0, 
1441, ,0.517947467923121,1.526417967175233e-06,3.69771795026e+15,8.85264330958e-47,1.84885897513e+15,0.0, 
1442, ,0.517947467923121,1.9306977288832498e-06,5.91582630537e+15,8.85264330958e-47,2.95791315269e+15,0.0, 
1443, ,0.517947467923121,2.4420530945486497e-06,9.46448629833e+15,8.85264330958e-47,4.73224314916e+15,0.0, 
1444, ,0.517947467923121,3.088843596477485e-06,1.5141840931e+16,8.85264330958e-47,7.57092046549e+15,0.0, 
1445, ,0.517947467923121,3.906939937054621e-06,2.42248062443e+16,8.85264330958e-47,1.21124031222e+16,0.0, 
1446, ,0.517947467923121,4.941713361323839e-06,3.87562675007e+16,8.85264330958e-47,1.93781337504e+16,0.0, 
1447, ,0.517947467923121,6.250551925273976e-06,6.20045525004e+16,8.85264330958e-47,3.10022762502e+16,0.0, 
1448, ,0.517947467923121,7.906043210907703e-06,9.91985239731e+16,8.85264330958e-47,4.95992619865e+16,0.0, 
1449, ,0.517947467923121,1e-05,1.5870362355e+17,8.85264330958e-47,7.93518117752e+16,0.0, 
1450, ,0.5963623316594643,1e-10,9030024.35224,2.18945493344e-45,1797.24311786,0.000503297846131, 
1451, ,0.5963623316594643,1.264855216855296e-10,14446763.1982,2.18945493344e-45,4599.39765213,0.00205852142197, 
1452, ,0.5963623316594643,1.5998587196060573e-10,23112780.0727,2.18945493344e-45,11769.3813134,0.00841350682445, 
1453, ,0.5963623316594643,2.0235896477251562e-10,36977182.7337,2.18945493344e-45,30112.0283278,0.034348274634, 
1454, ,0.5963623316594643,2.559547922699533e-10,59158268.2229,2.18945493344e-45,77022.9917442,0.139972551523, 
1455, ,0.5963623316594643,3.23745754281764e-10,94644871.2532,2.18945493344e-45,196938.819239,0.56874452714, 
1456, ,0.5963623316594643,4.09491506238042e-10,151418422.54,2.18945493344e-45,503235.921265,2.30022550974, 
1457, ,0.5963623316594643,5.179474679231202e-10,242248083.61,2.18945493344e-45,1284635.77837,9.23402582082, 
1458, ,0.5963623316594643,6.551285568595495e-10,387562708.872,2.18945493344e-45,3274161.43353,36.6305043815, 
1459, ,0.5963623316594643,8.28642772854686e-10,620045579.183,2.18945493344e-45,8323881.1358,142.57132008, 
1460, ,0.5963623316594643,1.0481131341546874e-09,991985326.409,2.18945493344e-45,21077465.3987,538.294562225, 
1461, ,0.5963623316594643,1.3257113655901108e-09,1587036374.18,2.18945493344e-45,53037345.234,1936.11530273, 
1462, ,0.5963623316594643,1.6768329368110098e-09,2539033981.56,2.18945493344e-45,132156346.72,6445.13369344, 
1463, ,0.5963623316594643,2.1209508879201927e-09,4062095654.77,2.18945493344e-45,324377088.348,18968.2516654, 
1464, ,0.5963623316594643,2.6826957952797275e-09,6498779153.16,2.18945493344e-45,778356162.314,45904.7236704, 
1465, ,0.5963623316594643,3.393221771895329e-09,10397128495.0,2.18945493344e-45,1807300484.61,81510.153077, 
1466, ,0.5963623316594643,4.291934260128778e-09,16633936681.6,2.18945493344e-45,4010443815.21,88832.8975193, 
1467, ,0.5963623316594643,5.4286754393238595e-09,26611948641.4,2.18945493344e-45,8396981951.26,44982.9745972, 
1468, ,0.5963623316594643,6.866488450042997e-09,42575358079.6,2.18945493344e-45,16437445767.2,6856.3966071, 
1469, ,0.5963623316594643,8.68511373751352e-09,68114557864.0,2.18945493344e-45,30055468581.4,159.242958705, 
1470, ,0.5963623316594643,1.0985411419875573e-08,108973669331.0,2.18945493344e-45,51834647601.3,0.191780691709, 
1471, ,0.5963623316594643,1.3894954943731358e-08,174342475086.0,2.18945493344e-45,85819822059.0,2.13931609926e-06, 
1472, ,0.5963623316594643,1.7575106248547933e-08,278923328965.0,2.18945493344e-45,138960896908.0,1.39153741357e-14, 
1473, ,0.5963623316594643,2.222996482526196e-08,446237919946.0,2.18945493344e-45,222993760698.0,6.22193661996e-28, 
1474, ,0.5963623316594643,2.8117686979742307e-08,713917627244.0,2.18945493344e-45,356939700121.0,1.54800814406e-49, 
1475, ,0.5963623316594643,3.5564803062231293e-08,1.14216734103e+12,2.18945493344e-45,571082104819.0,2.40444574468e-84, 
1476, ,0.5963623316594643,4.498432668969443e-08,1.82730637979e+12,2.18945493344e-45,913653131523.0,2.79934245183e-140, 
1477, ,0.5963623316594643,5.689866029018303e-08,2.9234320451e+12,2.18945493344e-45,1.46171602175e+12,5.19768368938e-230, 
1478, ,0.5963623316594643,7.196856730011529e-08,4.67707824853e+12,2.18945493344e-45,2.33853912426e+12,0.0, 
1479, ,0.5963623316594643,9.102981779915227e-08,7.48266441819e+12,2.18945493344e-45,3.74133220909e+12,0.0, 
1480, ,0.5963623316594643,1.151395399326448e-07,1.19712059153e+13,2.18945493344e-45,5.98560295766e+12,0.0, 
1481, ,0.5963623316594643,1.4563484775012446e-07,1.91522381678e+13,2.18945493344e-45,9.57611908392e+12,0.0, 
1482, ,0.5963623316594643,1.8420699693267165e-07,3.06408752328e+13,2.18945493344e-45,1.53204376164e+13,0.0, 
1483, ,0.5963623316594643,2.329951810515372e-07,4.90210714175e+13,2.18945493344e-45,2.45105357088e+13,0.0, 
1484, ,0.5963623316594643,2.947051702551811e-07,7.84267885518e+13,2.18945493344e-45,3.92133942759e+13,0.0, 
1485, ,0.5963623316594643,3.727593720314938e-07,1.25471781515e+14,2.18945493344e-45,6.27358907576e+13,0.0, 
1486, ,0.5963623316594643,4.7148663634573897e-07,2.00737123722e+14,2.18945493344e-45,1.00368561861e+14,0.0, 
1487, ,0.5963623316594643,5.963623316594636e-07,3.21151037735e+14,2.18945493344e-45,1.60575518867e+14,0.0, 
1488, ,0.5963623316594643,7.543120063354624e-07,5.1379628803e+14,2.18945493344e-45,2.56898144015e+14,0.0, 
1489, ,0.5963623316594643,9.540954763499944e-07,8.22001471507e+14,2.18945493344e-45,4.11000735753e+14,0.0, 
1490, ,0.5963623316594643,1.2067926406393288e-06,1.31508622172e+15,2.18945493344e-45,6.57543110859e+14,0.0, 
1491, ,0.5963623316594643,1.526417967175233e-06,2.10395215885e+15,2.18945493344e-45,1.05197607943e+15,0.0, 
1492, ,0.5963623316594643,1.9306977288832498e-06,3.36602620697e+15,2.18945493344e-45,1.68301310349e+15,0.0, 
1493, ,0.5963623316594643,2.4420530945486497e-06,5.38516637765e+15,2.18945493344e-45,2.69258318882e+15,0.0, 
1494, ,0.5963623316594643,3.088843596477485e-06,8.61550538581e+15,2.18945493344e-45,4.3077526929e+15,0.0, 
1495, ,0.5963623316594643,3.906939937054621e-06,1.37835914153e+16,2.18945493344e-45,6.89179570765e+15,0.0, 
1496, ,0.5963623316594643,4.941713361323839e-06,2.20517989132e+16,2.18945493344e-45,1.10258994566e+16,0.0, 
1497, ,0.5963623316594643,6.250551925273976e-06,3.52797627744e+16,2.18945493344e-45,1.76398813872e+16,0.0, 
1498, ,0.5963623316594643,7.906043210907703e-06,5.64426361002e+16,2.18945493344e-45,2.82213180501e+16,0.0, 
1499, ,0.5963623316594643,1e-05,9.03002435224e+16,2.18945493344e-45,4.51501217612e+16,0.0, 
1500, ,0.6866488450043002,1e-10,5137963.47548,4.4156415414e-47,11.7376933324,7.64403952095e-06, 
1501, ,0.6866488450043002,1.264855216855296e-10,8220015.66726,4.4156415414e-47,30.0431336921,3.12268930757e-05, 
1502, ,0.6866488450043002,1.5998587196060573e-10,13150863.7406,4.4156415414e-47,76.8966156474,0.000127382963416, 
1503, ,0.6866488450043002,2.0235896477251562e-10,21039524.0257,4.4156415414e-47,196.819652371,0.00051843791948, 
1504, ,0.6866488450043002,2.559547922699533e-10,33660265.9689,4.4156415414e-47,503.765563159,0.0021022620659, 
1505, ,0.6866488450043002,3.23745754281764e-10,53851670.0146,4.4156415414e-47,1289.39666635,0.00847470652338, 
1506, ,0.6866488450043002,4.09491506238042e-10,86155063.8382,4.4156415414e-47,3300.20935819,0.0338438056843, 
1507, ,0.6866488450043002,5.179474679231202e-10,137835930.12,4.4156415414e-47,8446.78521662,0.133137694841, 
1508, ,0.6866488450043002,6.551285568595495e-10,220518014.677,4.4156415414e-47,21618.8919009,0.511294947632, 
1509, ,0.6866488450043002,8.28642772854686e-10,352797668.611,4.4156415414e-47,55330.2511338,1.88938842725, 
1510, ,0.6866488450043002,1.0481131341546874e-09,564426426.384,4.4156415414e-47,141602.665731,6.56478059552, 
1511, ,0.6866488450043002,1.3257113655901108e-09,903002539.827,4.4156415414e-47,362366.088562,20.6691068757, 
1512, ,0.6866488450043002,1.6768329368110098e-09,1444676487.17,4.4156415414e-47,927195.717553,55.584450408, 
1513, ,0.6866488450043002,2.1209508879201927e-09,2311278275.01,4.4156415414e-47,2371983.87857,116.156310843, 
1514, ,0.6866488450043002,2.6826957952797275e-09,3697718701.71,4.4156415414e-47,6066224.47995,162.136392405, 
1515, ,0.6866488450043002,3.393221771895329e-09,5915827507.58,4.4156415414e-47,15506428.653,118.669836104, 
1516, ,0.6866488450043002,4.291934260128778e-09,9464488221.68,4.4156415414e-47,39606301.3376,30.9197435581, 
1517, ,0.6866488450043002,5.4286754393238595e-09,15141844008.1,4.4156415414e-47,101035323.745,1.54345374934, 
1518, ,0.6866488450043002,6.866488450042997e-09,24224811167.2,4.4156415414e-47,257227193.541,0.0054781835171, 
1519, ,0.6866488450043002,8.68511373751352e-09,38756275376.7,4.4156415414e-47,652810385.169,2.83119019612e-07, 
1520, ,0.6866488450043002,1.0985411419875573e-08,62004565100.8,4.4156415414e-47,1648494065.45,1.68535688009e-14, 
1521, ,0.6866488450043002,1.3894954943731358e-08,99198544131.9,4.4156415414e-47,4130333364.99,1.99583031061e-26, 
1522, ,0.6866488450043002,1.7575106248547933e-08,158703655802.0,4.4156415414e-47,10223721825.2,7.11745190594e-46, 
1523, ,0.6866488450043002,2.222996482526196e-08,253903427568.0,4.4156415414e-47,24843137474.6,2.3552215236e-77, 
1524, ,0.6866488450043002,2.8117686979742307e-08,406209612532.0,4.4156415414e-47,58738774227.6,4.38951763843e-128, 
1525, ,0.6866488450043002,3.5564803062231293e-08,649877990597.0,4.4156415414e-47,133594149437.0,1.31452485759e-209, 
1526, ,0.6866488450043002,4.498432668969443e-08,1.03971296994e+12,4.4156415414e-47,288508808896.0,0.0, 
1527, ,0.6866488450043002,5.689866029018303e-08,1.66339386084e+12,4.4156415414e-47,584802668566.0,0.0, 
1528, ,0.6866488450043002,7.196856730011529e-08,2.66119517241e+12,4.4156415414e-47,1.10633369184e+12,0.0, 
1529, ,0.6866488450043002,9.102981779915227e-08,4.25753630115e+12,4.4156415414e-47,1.96183312952e+12,0.0, 
1530, ,0.6866488450043002,1.151395399326448e-07,6.81145657543e+12,4.4156415414e-47,3.30794833988e+12,0.0, 
1531, ,0.6866488450043002,1.4563484775012446e-07,1.08973681954e+13,4.4156415414e-47,5.40575690134e+12,0.0, 
1532, ,0.6866488450043002,1.8420699693267165e-07,1.74342495282e+13,4.4156415414e-47,8.70387961016e+12,0.0, 
1533, ,0.6866488450043002,2.329951810515372e-07,2.78923361275e+13,4.4156415414e-47,1.39435340945e+13,0.0, 
1534, ,0.6866488450043002,2.947051702551811e-07,4.46237971637e+13,4.4156415414e-47,2.23115972792e+13,0.0, 
1535, ,0.6866488450043002,3.727593720314938e-07,7.13917709943e+13,4.4156415414e-47,3.56958683612e+13,0.0, 
1536, ,0.6866488450043002,4.7148663634573897e-07,1.14216747333e+14,4.4156415414e-47,5.7108373264e+13,0.0, 
1537, ,0.6866488450043002,5.963623316594636e-07,1.82730659146e+14,4.4156415414e-47,9.13653295701e+13,0.0, 
1538, ,0.6866488450043002,7.543120063354624e-07,2.92343238375e+14,4.4156415414e-47,1.46171619187e+14,0.0, 
1539, ,0.6866488450043002,9.540954763499944e-07,4.67707879032e+14,4.4156415414e-47,2.33853939516e+14,0.0, 
1540, ,0.6866488450043002,1.2067926406393288e-06,7.48266528497e+14,4.4156415414e-47,3.74133264249e+14,0.0, 
1541, ,0.6866488450043002,1.526417967175233e-06,1.19712073021e+15,4.4156415414e-47,5.98560365103e+14,0.0, 
1542, ,0.6866488450043002,1.9306977288832498e-06,1.91522403864e+15,4.4156415414e-47,9.5761201932e+14,0.0, 
1543, ,0.6866488450043002,2.4420530945486497e-06,3.06408787822e+15,4.4156415414e-47,1.53204393911e+15,0.0, 
1544, ,0.6866488450043002,3.088843596477485e-06,4.90210770961e+15,4.4156415414e-47,2.4510538548e+15,0.0, 
1545, ,0.6866488450043002,3.906939937054621e-06,7.84267976366e+15,4.4156415414e-47,3.92133988183e+15,0.0, 
1546, ,0.6866488450043002,4.941713361323839e-06,1.2547179605e+16,4.4156415414e-47,6.27358980249e+15,0.0, 
1547, ,0.6866488450043002,6.250551925273976e-06,2.00737146975e+16,4.4156415414e-47,1.00368573487e+16,0.0, 
1548, ,0.6866488450043002,7.906043210907703e-06,3.21151074937e+16,4.4156415414e-47,1.60575537468e+16,0.0, 
1549, ,0.6866488450043002,1e-05,5.13796347548e+16,4.4156415414e-47,2.56898173774e+16,0.0, 
1550, ,0.7906043210907697,1e-10,2923432.8327,1.83837250248e-47,1.58207725955,4.47741171637e-06, 
1551, ,0.7906043210907697,1.264855216855296e-10,4677079.50857,1.83837250248e-47,4.04940081052,1.81425433312e-05, 
1552, ,0.7906043210907697,1.5998587196060573e-10,7482666.43408,1.83837250248e-47,10.3646282555,7.30509211484e-05, 
1553, ,0.7906043210907697,2.0235896477251562e-10,11971209.1405,1.83837250248e-47,26.5287333308,0.000291181538141, 
1554, ,0.7906043210907697,2.559547922699533e-10,19152243.3276,1.83837250248e-47,67.9014439387,0.00114203542011, 
1555, ,0.7906043210907697,3.23745754281764e-10,30640883.4877,1.83837250248e-47,173.796506961,0.00436476093444, 
1556, ,0.7906043210907697,4.09491506238042e-10,49021084.6242,1.83837250248e-47,444.838470318,0.0160054237538, 
1557, ,0.7906043210907697,5.179474679231202e-10,78426809.6806,1.83837250248e-47,1138.57711899,0.0549310316114, 
1558, ,0.7906043210907697,6.551285568595495e-10,125471815.318,1.83837250248e-47,2914.20886138,0.169575293443, 
1559, ,0.7906043210907697,8.28642772854686e-10,200737177.802,1.83837250248e-47,7458.91867571,0.441880349799, 
1560, ,0.7906043210907697,1.0481131341546874e-09,321151124.255,1.83837250248e-47,19090.8924267,0.877996659645, 
1561, ,0.7906043210907697,1.3257113655901108e-09,513796426.451,1.83837250248e-47,48861.7308524,1.13055416824, 
1562, ,0.7906043210907697,1.6768329368110098e-09,822001692.961,1.83837250248e-47,125054.429392,0.727265599237, 
1563, ,0.7906043210907697,2.1209508879201927e-09,1315086576.01,1.83837250248e-47,320043.859416,0.154135386122, 
1564, ,0.7906043210907697,2.6826957952797275e-09,2103952725.67,1.83837250248e-47,819008.159663,0.00552932384255, 
1565, ,0.7906043210907697,3.393221771895329e-09,3366027113.81,1.83837250248e-47,2095638.03812,1.15677076646e-05, 
1566, ,0.7906043210907697,4.291934260128778e-09,5385167828.45,1.83837250248e-47,5361215.5014,2.56617350073e-10, 
1567, ,0.7906043210907697,5.4286754393238595e-09,8615507706.89,1.83837250248e-47,13711364.6125,3.94771168666e-18, 
1568, ,0.7906043210907697,6.866488450042997e-09,13783595128.7,1.83837250248e-47,35050243.0912,5.36395202332e-31, 
1569, ,0.7906043210907697,8.68511373751352e-09,22051804854.2,1.83837250248e-47,89530445.3241,5.9850534294e-52, 
1570, ,0.7906043210907697,1.0985411419875573e-08,35279772279.0,1.83837250248e-47,228414179.493,7.7429684975e-86, 
1571, ,0.7906043210907697,1.3894954943731358e-08,56442651306.3,1.83837250248e-47,581615090.996,2.0202031359e-140, 
1572, ,0.7906043210907697,1.7575106248547933e-08,90300267850.1,1.83837250248e-47,1476437688.66,4.09515132383e-228, 
1573, ,0.7906043210907697,2.222996482526196e-08,144467670903.0,1.83837250248e-47,3729818031.43,0.0, 
1574, ,0.7906043210907697,2.8117686979742307e-08,231127862995.0,1.83837250248e-47,9350917967.5,0.0, 
1575, ,0.7906043210907697,3.5564803062231293e-08,369771926956.0,1.83837250248e-47,23168194083.5,0.0, 
1576, ,0.7906043210907697,4.498432668969443e-08,591582841606.0,1.83837250248e-47,56378471767.7,0.0, 
1577, ,0.7906043210907697,5.689866029018303e-08,946448967513.0,1.83837250248e-47,133579691994.0,0.0, 
1578, ,0.7906043210907697,7.196856730011529e-08,1.51418463334e+12,1.83837250248e-47,304693022444.0,0.0, 
1579, ,0.7906043210907697,9.102981779915227e-08,2.42248148874e+12,1.83837250248e-47,660478053036.0,0.0, 
1580, ,0.7906043210907697,1.151395399326448e-07,3.87562813285e+12,1.83837250248e-47,1.3446324793e+12,0.0, 
1581, ,0.7906043210907697,1.4563484775012446e-07,6.20045746228e+12,1.83837250248e-47,2.55514812268e+12,0.0, 
1582, ,0.7906043210907697,1.8420699693267165e-07,9.91985593658e+12,1.83837250248e-47,4.54843794414e+12,0.0, 
1583, ,0.7906043210907697,2.329951810515372e-07,1.58703680174e+13,1.83837250248e-47,7.69005984375e+12,0.0, 
1584, ,0.7906043210907697,2.947051702551811e-07,2.5390346656e+13,1.83837250248e-47,1.25853405217e+13,0.0, 
1585, ,0.7906043210907697,3.727593720314938e-07,4.06209674913e+13,1.83837250248e-47,2.02757304818e+13,0.0, 
1586, ,0.7906043210907697,4.7148663634573897e-07,6.49878090399e+13,1.83837250248e-47,3.24867717266e+13,0.0, 
1587, ,0.7906043210907697,5.963623316594636e-07,1.03971312961e+14,1.83837250248e-47,5.19848073872e+13,0.0, 
1588, ,0.7906043210907697,7.543120063354624e-07,1.66339411629e+14,1.83837250248e-47,8.31696550289e+13,0.0, 
1589, ,0.7906043210907697,9.540954763499944e-07,2.66119558108e+14,1.83837250248e-47,1.33059777782e+14,0.0, 
1590, ,0.7906043210907697,1.2067926406393288e-06,4.25753695497e+14,1.83837250248e-47,2.12876847738e+14,0.0, 
1591, ,0.7906043210907697,1.526417967175233e-06,6.81145762146e+14,1.83837250248e-47,3.40572881073e+14,0.0, 
1592, ,0.7906043210907697,1.9306977288832498e-06,1.08973698689e+15,1.83837250248e-47,5.44868493446e+14,0.0, 
